title,cast,crew
As Good as It Gets,"[{'cast_id': 1, 'character': 'Melvin Udall', 'credit_id': '52fe4373c3a36847f80550e5', 'gender': 2, 'id': 514, 'name': 'Jack Nicholson', 'order': 0}, {'cast_id': 2, 'character': 'Carol Connelly', 'credit_id': '52fe4373c3a36847f80550e9', 'gender': 1, 'id': 9994, 'name': 'Helen Hunt', 'order': 1}, {'cast_id': 3, 'character': 'Simon Bishop', 'credit_id': '52fe4373c3a36847f80550ed', 'gender': 2, 'id': 17141, 'name': 'Greg Kinnear', 'order': 2}]","[{'credit_id': '52fe4373c3a36847f8055113', 'department': 'Writing', 'gender': 2, 'id': 3388, 'job': 'Screenplay', 'name': 'James L. Brooks'}, {'credit_id': '52fe4373c3a36847f8055107', 'department': 'Directing', 'gender': 2, 'id': 3388, 'job': 'Director', 'name': 'James L. Brooks'}, {'credit_id': '52fe4373c3a36847f8055119', 'department': 'Production', 'gender': 2, 'id': 3388, 'job': 'Producer', 'name': 'James L. Brooks'}]"
Patch Adams,"[{'cast_id': 11, 'character': ""Hunter 'Patch' Adams"", 'credit_id': '52fe43579251416c7500ca11', 'gender': 2, 'id': 2157, 'name': 'Robin Williams', 'order': 0}, {'cast_id': 12, 'character': 'Mitch Roman', 'credit_id': '52fe43579251416c7500ca15', 'gender': 2, 'id': 1233, 'name': 'Philip Seymour Hoffman', 'order': 1}, {'cast_id': 13, 'character': 'Dean Walcott', 'credit_id': '52fe43579251416c7500ca19', 'gender': 2, 'id': 4029, 'name': 'Bob Gunton', 'order': 2}]","[{'credit_id': '5673eadcc3a3685ef1001af6', 'department': 'Production', 'gender': 1, 'id': 495, 'job': 'Casting', 'name': 'Debra Zane'}, {'credit_id': '52fe43579251416c7500ca07', 'department': 'Camera', 'gender': 2, 'id': 432, 'job': 'Director of Photography', 'name': 'Phedon Papamichael'}, {'credit_id': '5673eda2c3a3685ef1001b48', 'department': 'Art', 'gender': 1, 'id': 602, 'job': 'Production Design', 'name': 'Linda DeScenna'}]"
Anchorman 2: The Legend Continues,"[{'cast_id': 5, 'character': 'Ron Burgundy', 'credit_id': '52fe4ab7c3a36847f81ddd4b', 'gender': 2, 'id': 23659, 'name': 'Will Ferrell', 'order': 0}, {'cast_id': 6, 'character': 'Brick Tamland', 'credit_id': '52fe4ab7c3a36847f81ddd4f', 'gender': 2, 'id': 4495, 'name': 'Steve Carell', 'order': 1}, {'cast_id': 7, 'character': 'Brian Fantana', 'credit_id': '52fe4ab7c3a36847f81ddd53', 'gender': 2, 'id': 22226, 'name': 'Paul Rudd', 'order': 2}]","[{'credit_id': '56abe1a29251417e1a00369d', 'department': 'Costume & Make-Up', 'gender': 2, 'id': 15017, 'job': 'Makeup Artist', 'name': 'Bill Corso'}, {'credit_id': '52fe4ab7c3a36847f81ddd3b', 'department': 'Writing', 'gender': 2, 'id': 23659, 'job': 'Screenplay', 'name': 'Will Ferrell'}, {'credit_id': '52fe4ab7c3a36847f81ddd47', 'department': 'Production', 'gender': 2, 'id': 41039, 'job': 'Producer', 'name': 'Judd Apatow'}]"
Mr. Deeds,"[{'cast_id': 1, 'character': 'Longfellow Deeds', 'credit_id': '52fe432dc3a36847f8040331', 'gender': 2, 'id': 19292, 'name': 'Adam Sandler', 'order': 0}, {'cast_id': 2, 'character': 'Babe Bennett', 'credit_id': '52fe432dc3a36847f8040335', 'gender': 1, 'id': 1920, 'name': 'Winona Ryder', 'order': 1}, {'cast_id': 3, 'character': 'Emilio Lopez', 'credit_id': '52fe432dc3a36847f8040339', 'gender': 2, 'id': 1241, 'name': 'John Turturro', 'order': 2}]","[{'credit_id': '52fe432dc3a36847f8040377', 'department': 'Editing', 'gender': 2, 'id': 12865, 'job': 'Editor', 'name': 'Jeff Gourson'}, {'credit_id': '52fe432dc3a36847f804037d', 'department': 'Production', 'gender': 2, 'id': 3276, 'job': 'Casting', 'name': 'Roger Mussenden'}, {'credit_id': '52fe432dc3a36847f804038f', 'department': 'Art', 'gender': 0, 'id': 14348, 'job': 'Set Decoration', 'name': 'Lauri Gaffin'}]"
Super 8,"[{'cast_id': 14, 'character': 'Joe Lamb', 'credit_id': '52fe46639251416c91052d3f', 'gender': 2, 'id': 518627, 'name': 'Joel Courtney', 'order': 0}, {'cast_id': 9, 'character': 'Alice Dainard', 'credit_id': '52fe46639251416c91052d29', 'gender': 1, 'id': 18050, 'name': 'Elle Fanning', 'order': 1}, {'cast_id': 15, 'character': 'Charles Kaznyk', 'credit_id': '52fe46639251416c91052d43', 'gender': 2, 'id': 518628, 'name': 'Riley Griffiths', 'order': 2}]","[{'credit_id': '52fe46639251416c91052d21', 'department': 'Production', 'gender': 2, 'id': 488, 'job': 'Producer', 'name': 'Steven Spielberg'}, {'credit_id': '5378bcedc3a3685525003d31', 'department': 'Production', 'gender': 1, 'id': 6052, 'job': 'Casting', 'name': 'April Webster'}, {'credit_id': '5378bd13c3a3685525003d35', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 14352, 'job': 'Costume Design', 'name': 'Ha Nguyen'}]"
Erin Brockovich,"[{'cast_id': 25, 'character': 'Erin Brockovich', 'credit_id': '52fe4246c3a36847f801198d', 'gender': 1, 'id': 1204, 'name': 'Julia Roberts', 'order': 0}, {'cast_id': 26, 'character': 'Ed Masry', 'credit_id': '52fe4246c3a36847f8011991', 'gender': 0, 'id': 3926, 'name': 'Albert Finney', 'order': 1}, {'cast_id': 27, 'character': 'George', 'credit_id': '52fe4246c3a36847f8011995', 'gender': 2, 'id': 6383, 'name': 'Aaron Eckhart', 'order': 2}]","[{'credit_id': '58b999c0c3a36866af00ba1d', 'department': 'Sound', 'gender': 2, 'id': 153, 'job': 'Original Music Composer', 'name': 'Thomas Newman'}, {'credit_id': '52fe4246c3a36847f8011947', 'department': 'Production', 'gender': 2, 'id': 518, 'job': 'Producer', 'name': 'Danny DeVito'}, {'credit_id': '52fe4246c3a36847f801193b', 'department': 'Directing', 'gender': 2, 'id': 1884, 'job': 'Director', 'name': 'Steven Soderbergh'}]"
How to Lose a Guy in 10 Days,"[{'cast_id': 12, 'character': 'Andie Anderson', 'credit_id': '52fe4549c3a36847f80c59cb', 'gender': 1, 'id': 11661, 'name': 'Kate Hudson', 'order': 0}, {'cast_id': 13, 'character': 'Benjamin Barry', 'credit_id': '52fe4549c3a36847f80c59cf', 'gender': 2, 'id': 10297, 'name': 'Matthew McConaughey', 'order': 1}, {'cast_id': 14, 'character': 'Michelle Rubin', 'credit_id': '52fe4549c3a36847f80c59d3', 'gender': 1, 'id': 17696, 'name': 'Kathryn Hahn', 'order': 2}]","[{'credit_id': '52fe4549c3a36847f80c59c1', 'department': 'Camera', 'gender': 2, 'id': 1527, 'job': 'Director of Photography', 'name': 'John Bailey'}, {'credit_id': '52fe4548c3a36847f80c59af', 'department': 'Production', 'gender': 1, 'id': 2162, 'job': 'Producer', 'name': 'Lynda Obst'}, {'credit_id': '52fe4549c3a36847f80c59bb', 'department': 'Sound', 'gender': 2, 'id': 3393, 'job': 'Music', 'name': 'David Newman'}]"
22 Jump Street,"[{'cast_id': 6, 'character': 'Schmidt', 'credit_id': '52fe4d0e9251416c7512e751', 'gender': 2, 'id': 21007, 'name': 'Jonah Hill', 'order': 0}, {'cast_id': 7, 'character': 'Jenko', 'credit_id': '52fe4d0e9251416c7512e755', 'gender': 2, 'id': 38673, 'name': 'Channing Tatum', 'order': 1}, {'cast_id': 9, 'character': 'Eric Molson', 'credit_id': '531f60cf92514177ae009196', 'gender': 2, 'id': 54697, 'name': 'Dave Franco', 'order': 2}]","[{'credit_id': '5635fa64925141284c01a325', 'department': 'Production', 'gender': 1, 'id': 546, 'job': 'Casting', 'name': 'Jeanne McCarthy'}, {'credit_id': '5439f3f10e0a2649a5001b11', 'department': 'Sound', 'gender': 2, 'id': 5666, 'job': 'Original Music Composer', 'name': 'Mark Mothersbaugh'}, {'credit_id': '5439f3e00e0a2649b20018e5', 'department': 'Production', 'gender': 2, 'id': 11874, 'job': 'Producer', 'name': 'Neal H. Moritz'}]"
Interview with the Vampire,"[{'cast_id': 18, 'character': 'Louis de Pointe du Lac', 'credit_id': '52fe4260c3a36847f80199f9', 'gender': 2, 'id': 287, 'name': 'Brad Pitt', 'order': 0}, {'cast_id': 19, 'character': 'Lestat de Lioncourt', 'credit_id': '52fe4260c3a36847f80199fd', 'gender': 2, 'id': 500, 'name': 'Tom Cruise', 'order': 1}, {'cast_id': 20, 'character': 'Claudia', 'credit_id': '52fe4260c3a36847f8019a01', 'gender': 1, 'id': 205, 'name': 'Kirsten Dunst', 'order': 2}]","[{'credit_id': '52fe4260c3a36847f80199bf', 'department': 'Editing', 'gender': 2, 'id': 294, 'job': 'Editor', 'name': 'Mick Audsley'}, {'credit_id': '52fe4260c3a36847f80199d1', 'department': 'Production', 'gender': 1, 'id': 1046, 'job': 'Casting', 'name': 'Juliet Taylor'}, {'credit_id': '52fe4260c3a36847f80199b9', 'department': 'Camera', 'gender': 2, 'id': 1301, 'job': 'Director of Photography', 'name': 'Philippe Rousselot'}]"
Yes Man,"[{'cast_id': 2, 'character': 'Carl Allen', 'credit_id': '52fe43409251416c750094c9', 'gender': 2, 'id': 206, 'name': 'Jim Carrey', 'order': 0}, {'cast_id': 3, 'character': 'Renee Allison', 'credit_id': '52fe43409251416c750094cd', 'gender': 1, 'id': 11664, 'name': 'Zooey Deschanel', 'order': 1}, {'cast_id': 6, 'character': 'Norman', 'credit_id': '52fe43409251416c750094d9', 'gender': 2, 'id': 82666, 'name': 'Rhys Darby', 'order': 2}]","[{'credit_id': '56858f91c3a3684bcc01df11', 'department': 'Production', 'gender': 2, 'id': 1296, 'job': 'Executive Producer', 'name': 'Bruce Berman'}, {'credit_id': '568590bb9251412e5201aeed', 'department': 'Production', 'gender': 2, 'id': 1297, 'job': 'Producer', 'name': 'Richard D. Zanuck'}, {'credit_id': '568591cb9251417e15004056', 'department': 'Production', 'gender': 2, 'id': 5490, 'job': 'Casting', 'name': 'David Rubin'}]"
Central Intelligence,"[{'cast_id': 0, 'character': 'Bob Stone', 'credit_id': '552da137c3a36862010012af', 'gender': 2, 'id': 18918, 'name': 'Dwayne Johnson', 'order': 0}, {'cast_id': 1, 'character': 'Calvin Joyner', 'credit_id': '552da13dc3a3686c4e000a02', 'gender': 2, 'id': 55638, 'name': 'Kevin Hart', 'order': 1}, {'cast_id': 10, 'character': 'Pamela Harris', 'credit_id': '5668799692514174040035c1', 'gender': 1, 'id': 39388, 'name': 'Amy Ryan', 'order': 2}]","[{'credit_id': '5863be259251412b8400cc12', 'department': 'Production', 'gender': 1, 'id': 434, 'job': 'Casting', 'name': 'Lisa Beach'}, {'credit_id': '5863be68c3a36852cc00cb77', 'department': 'Production', 'gender': 1, 'id': 436, 'job': 'Casting', 'name': 'Sarah Katzman'}, {'credit_id': '56ebd263c3a368226e001f40', 'department': 'Sound', 'gender': 2, 'id': 10572, 'job': 'Music', 'name': 'Theodore Shapiro'}]"
Stepmom,"[{'cast_id': 9, 'character': 'Isabel Kelly', 'credit_id': '52fe44f7c3a36847f80b4bef', 'gender': 1, 'id': 1204, 'name': 'Julia Roberts', 'order': 0}, {'cast_id': 10, 'character': 'Jackie Harrison', 'credit_id': '52fe44f7c3a36847f80b4bf3', 'gender': 1, 'id': 4038, 'name': 'Susan Sarandon', 'order': 1}, {'cast_id': 11, 'character': 'Luke Harrison', 'credit_id': '52fe44f7c3a36847f80b4bf7', 'gender': 2, 'id': 228, 'name': 'Ed Harris', 'order': 2}]","[{'credit_id': '594311409251417f77013a6c', 'department': 'Sound', 'gender': 2, 'id': 491, 'job': 'Original Music Composer', 'name': 'John Williams'}, {'credit_id': '594312529251417f57013fe4', 'department': 'Production', 'gender': 1, 'id': 28, 'job': 'Producer', 'name': 'Wendy Finerman'}, {'credit_id': '52fe44f7c3a36847f80b4be5', 'department': 'Camera', 'gender': 2, 'id': 1095, 'job': 'Director of Photography', 'name': 'Donald McAlpine'}]"
Daddy's Home,"[{'cast_id': 6, 'character': 'Brad Whitaker', 'credit_id': '5390981ec3a3680d47001aeb', 'gender': 2, 'id': 23659, 'name': 'Will Ferrell', 'order': 0}, {'cast_id': 7, 'character': 'Dusty Mayron', 'credit_id': '53909824c3a3680d47001aed', 'gender': 2, 'id': 13240, 'name': 'Mark Wahlberg', 'order': 1}, {'cast_id': 8, 'character': 'Sara Whitaker', 'credit_id': '54fbfc60c3a368479c0013c7', 'gender': 1, 'id': 1817, 'name': 'Linda Cardellini', 'order': 2}]","[{'credit_id': '56edb908c3a3682253008126', 'department': 'Sound', 'gender': 2, 'id': 1589, 'job': 'Original Music Composer', 'name': 'Michael Andrews'}, {'credit_id': '56edb9a9c3a368226e008348', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 10397, 'job': 'Costume Design', 'name': 'Carol Ramsey'}, {'credit_id': '56edb9ff92514171a00011ce', 'department': 'Production', 'gender': 0, 'id': 10426, 'job': 'Executive Producer', 'name': 'Diana Pokorny'}]"
Into the Woods,"[{'cast_id': 11, 'character': 'Witch', 'credit_id': '52fe4e319251416c7514e635', 'gender': 1, 'id': 5064, 'name': 'Meryl Streep', 'order': 0}, {'cast_id': 10, 'character': ""Baker's Wife"", 'credit_id': '52fe4e319251416c7514e631', 'gender': 1, 'id': 5081, 'name': 'Emily Blunt', 'order': 1}, {'cast_id': 13, 'character': 'Baker', 'credit_id': '52fe4e319251416c7514e63d', 'gender': 2, 'id': 55466, 'name': 'James Corden', 'order': 2}]","[{'credit_id': '57ebe97e92514118530005c1', 'department': 'Art', 'gender': 1, 'id': 8384, 'job': 'Set Decoration', 'name': 'Anna Pinnock'}, {'credit_id': '52fe4e319251416c7514e621', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 557, 'job': 'Costume Design', 'name': 'Colleen Atwood'}, {'credit_id': '548da994c3a3684ea1003eea', 'department': 'Camera', 'gender': 2, 'id': 647, 'job': 'Director of Photography', 'name': 'Dion Beebe'}]"
Inside Man,"[{'cast_id': 15, 'character': 'Detective Keith Frazier', 'credit_id': '52fe423dc3a36847f800ebc1', 'gender': 2, 'id': 5292, 'name': 'Denzel Washington', 'order': 0}, {'cast_id': 17, 'character': 'Dalton Russell', 'credit_id': '52fe423dc3a36847f800ebc9', 'gender': 2, 'id': 2296, 'name': 'Clive Owen', 'order': 1}, {'cast_id': 16, 'character': 'Madeleine White', 'credit_id': '52fe423dc3a36847f800ebc5', 'gender': 1, 'id': 1038, 'name': 'Jodie Foster', 'order': 2}]","[{'credit_id': '52fe423dc3a36847f800eb7b', 'department': 'Production', 'gender': 2, 'id': 339, 'job': 'Producer', 'name': 'Brian Grazer'}, {'credit_id': '57064bac92514172fc00100d', 'department': 'Art', 'gender': 0, 'id': 548, 'job': 'Production Design', 'name': 'Wynn Thomas'}, {'credit_id': '52fe423dc3a36847f800eb87', 'department': 'Production', 'gender': 2, 'id': 4446, 'job': 'Executive Producer', 'name': 'Jon Kilik'}]"
Payback,"[{'cast_id': 15, 'character': 'Porter', 'credit_id': '52fe4337c3a36847f8043131', 'gender': 2, 'id': 2461, 'name': 'Mel Gibson', 'order': 0}, {'cast_id': 16, 'character': 'Bronson', 'credit_id': '52fe4337c3a36847f8043135', 'gender': 2, 'id': 10823, 'name': 'Kris Kristofferson', 'order': 1}, {'cast_id': 17, 'character': 'Val Resnick', 'credit_id': '52fe4337c3a36847f8043139', 'gender': 2, 'id': 2518, 'name': 'Gregg Henry', 'order': 2}]","[{'credit_id': '52fe4337c3a36847f80430fd', 'department': 'Production', 'gender': 2, 'id': 2487, 'job': 'Producer', 'name': 'Bruce Davey'}, {'credit_id': '52fe4337c3a36847f8043115', 'department': 'Production', 'gender': 1, 'id': 3806, 'job': 'Casting', 'name': 'Marion Dougherty'}, {'credit_id': '52fe4337c3a36847f80430e5', 'department': 'Directing', 'gender': 2, 'id': 4723, 'job': 'Director', 'name': 'Brian Helgeland'}]"
Congo,"[{'cast_id': 7, 'character': 'Dr. Karen Ross', 'credit_id': '52fe435a9251416c7500d24d', 'gender': 1, 'id': 350, 'name': 'Laura Linney', 'order': 0}, {'cast_id': 8, 'character': 'Dr. Peter Elliot', 'credit_id': '52fe435a9251416c7500d251', 'gender': 2, 'id': 21043, 'name': 'Dylan Walsh', 'order': 1}, {'cast_id': 9, 'character': 'Captain Munro Kelly', 'credit_id': '52fe435a9251416c7500d255', 'gender': 2, 'id': 8874, 'name': 'Ernie Hudson', 'order': 2}]","[{'credit_id': '54e1b491c3a3684095000d5a', 'department': 'Production', 'gender': 2, 'id': 136, 'job': 'Producer', 'name': 'Sam Mercer'}, {'credit_id': '54e1b4749251411956007438', 'department': 'Production', 'gender': 1, 'id': 489, 'job': 'Producer', 'name': 'Kathleen Kennedy'}, {'credit_id': '52fe435a9251416c7500d22b', 'department': 'Production', 'gender': 2, 'id': 664, 'job': 'Executive Producer', 'name': 'Frank Marshall'}]"
We Bought a Zoo,"[{'cast_id': 4, 'character': 'Benjamin Mee', 'credit_id': '52fe48ccc3a368484e10b87f', 'gender': 2, 'id': 1892, 'name': 'Matt Damon', 'order': 0}, {'cast_id': 5, 'character': 'Kelly Foster', 'credit_id': '52fe48ccc3a368484e10b883', 'gender': 1, 'id': 1245, 'name': 'Scarlett Johansson', 'order': 1}, {'cast_id': 9, 'character': 'Duncan Mee', 'credit_id': '52fe48ccc3a368484e10b893', 'gender': 2, 'id': 19159, 'name': 'Thomas Haden Church', 'order': 2}]","[{'credit_id': '52fe48ccc3a368484e10b87b', 'department': 'Writing', 'gender': 0, 'id': 10567, 'job': 'Screenplay', 'name': 'Aline Brosh McKenna'}, {'credit_id': '52fe48ccc3a368484e10b86f', 'department': 'Directing', 'gender': 2, 'id': 11649, 'job': 'Director', 'name': 'Cameron Crowe'}, {'credit_id': '52fe48ccc3a368484e10b875', 'department': 'Writing', 'gender': 2, 'id': 11649, 'job': 'Screenplay', 'name': 'Cameron Crowe'}]"
Knowing,"[{'cast_id': 2, 'character': 'John Koestler', 'credit_id': '52fe45a49251416c7505d729', 'gender': 2, 'id': 2963, 'name': 'Nicolas Cage', 'order': 0}, {'cast_id': 3, 'character': 'Diana Wayland', 'credit_id': '52fe45a49251416c7505d72d', 'gender': 1, 'id': 9827, 'name': 'Rose Byrne', 'order': 1}, {'cast_id': 4, 'character': 'Caleb Koestler', 'credit_id': '52fe45a49251416c7505d731', 'gender': 2, 'id': 77334, 'name': 'Chandler Canterbury', 'order': 2}]","[{'credit_id': '52fe45a49251416c7505d793', 'department': 'Production', 'gender': 2, 'id': 29, 'job': 'Producer', 'name': 'Steve Tisch'}, {'credit_id': '534d0c610e0a2661b9000eb3', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 3502, 'job': 'Costume Design', 'name': 'Terry Ryan'}, {'credit_id': '52fe45a49251416c7505d7bd', 'department': 'Sound', 'gender': 2, 'id': 7229, 'job': 'Original Music Composer', 'name': 'Marco Beltrami'}]"
Failure to Launch,"[{'cast_id': 4, 'character': 'Tripp', 'credit_id': '52fe4466c3a36847f8093c6d', 'gender': 2, 'id': 10297, 'name': 'Matthew McConaughey', 'order': 0}, {'cast_id': 5, 'character': 'Paula', 'credit_id': '52fe4466c3a36847f8093c71', 'gender': 1, 'id': 520, 'name': 'Sarah Jessica Parker', 'order': 1}, {'cast_id': 6, 'character': 'Kit', 'credit_id': '52fe4466c3a36847f8093c75', 'gender': 1, 'id': 11664, 'name': 'Zooey Deschanel', 'order': 2}]","[{'credit_id': '52fe4466c3a36847f8093caf', 'department': 'Editing', 'gender': 2, 'id': 2484, 'job': 'Editor', 'name': 'Steven Rosenblum'}, {'credit_id': '52fe4466c3a36847f8093c9d', 'department': 'Production', 'gender': 2, 'id': 2997, 'job': 'Producer', 'name': 'Scott Rudin'}, {'credit_id': '52fe4466c3a36847f8093c97', 'department': 'Production', 'gender': 2, 'id': 17751, 'job': 'Producer', 'name': 'Scott Aversano'}]"
The Ring Two,"[{'cast_id': 10, 'character': 'Rachel Keller', 'credit_id': '52fe43589251416c7500cdf7', 'gender': 1, 'id': 3489, 'name': 'Naomi Watts', 'order': 0}, {'cast_id': 27, 'character': 'Max Rourke', 'credit_id': '52fe43599251416c7500ce33', 'gender': 2, 'id': 1284159, 'name': 'Simon Baker', 'order': 1}, {'cast_id': 13, 'character': 'Dr. Emma Temple', 'credit_id': '52fe43589251416c7500cdfb', 'gender': 1, 'id': 20, 'name': 'Elizabeth Perkins', 'order': 2}]","[{'credit_id': '557a0ba4c3a368034f000473', 'department': 'Production', 'gender': 2, 'id': 298, 'job': 'Co-Executive Producer', 'name': 'Chris Bender'}, {'credit_id': '52fe43589251416c7500cddb', 'department': 'Production', 'gender': 2, 'id': 2212, 'job': 'Producer', 'name': 'Walter F. Parkes'}, {'credit_id': '5368f582c3a36812410064ab', 'department': 'Production', 'gender': 1, 'id': 3965, 'job': 'Casting', 'name': 'Deborah Aquila'}]"
"Crazy, Stupid, Love.","[{'cast_id': 3, 'character': 'Cal Weaver', 'credit_id': '52fe47d0c3a36847f8149a0f', 'gender': 2, 'id': 4495, 'name': 'Steve Carell', 'order': 0}, {'cast_id': 4, 'character': 'Emily Weaver', 'credit_id': '52fe47d0c3a36847f8149a13', 'gender': 1, 'id': 1231, 'name': 'Julianne Moore', 'order': 1}, {'cast_id': 5, 'character': 'Jacob Palmer', 'credit_id': '52fe47d0c3a36847f8149a17', 'gender': 2, 'id': 30614, 'name': 'Ryan Gosling', 'order': 2}]","[{'credit_id': '565b6197c3a368507d0034b0', 'department': 'Production', 'gender': 1, 'id': 1899, 'job': 'Producer', 'name': 'Denise Di Novi'}, {'credit_id': '565b6186c3a368506900364b', 'department': 'Production', 'gender': 2, 'id': 4495, 'job': 'Producer', 'name': 'Steve Carell'}, {'credit_id': '5683b1729251417def0175cb', 'department': 'Production', 'gender': 1, 'id': 6044, 'job': 'Casting', 'name': 'Mindy Marin'}]"
Garfield,"[{'cast_id': 15, 'character': 'Garfield (voice)', 'credit_id': '52fe44c8c3a36847f80a9bad', 'gender': 2, 'id': 1532, 'name': 'Bill Murray', 'order': 0}, {'cast_id': 12, 'character': 'Jon', 'credit_id': '52fe44c8c3a36847f80a9ba1', 'gender': 2, 'id': 33654, 'name': 'Breckin Meyer', 'order': 1}, {'cast_id': 13, 'character': 'Liz', 'credit_id': '52fe44c8c3a36847f80a9ba5', 'gender': 1, 'id': 33259, 'name': 'Jennifer Love Hewitt', 'order': 2}]","[{'credit_id': '52fe44c8c3a36847f80a9b97', 'department': 'Camera', 'gender': 2, 'id': 1060, 'job': 'Director of Photography', 'name': 'Dean Cundey'}, {'credit_id': '52fe44c8c3a36847f80a9b79', 'department': 'Production', 'gender': 2, 'id': 2043, 'job': 'Producer', 'name': 'John Davis'}, {'credit_id': '52fe44c8c3a36847f80a9b7f', 'department': 'Production', 'gender': 2, 'id': 8880, 'job': 'Executive Producer', 'name': 'Neil A. Machlis'}]"
Christmas with the Kranks,"[{'cast_id': 1, 'character': 'Luther Krank', 'credit_id': '52fe458a9251416c7505a0a7', 'gender': 2, 'id': 12898, 'name': 'Tim Allen', 'order': 0}, {'cast_id': 2, 'character': 'Nora Krank', 'credit_id': '52fe458a9251416c7505a0ab', 'gender': 1, 'id': 8944, 'name': 'Jamie Lee Curtis', 'order': 1}, {'cast_id': 4, 'character': 'Vic Frohmeyer', 'credit_id': '52fe458a9251416c7505a0b5', 'gender': 2, 'id': 707, 'name': 'Dan Aykroyd', 'order': 2}]","[{'credit_id': '558fe9de92514122ae000bb4', 'department': 'Camera', 'gender': 2, 'id': 36, 'job': 'Director of Photography', 'name': 'Don Burgess'}, {'credit_id': '558fe9c9c3a3684e6e001518', 'department': 'Sound', 'gender': 2, 'id': 4500, 'job': 'Music', 'name': 'John Debney'}, {'credit_id': '558fe9b0c3a3687fcb000efd', 'department': 'Production', 'gender': 1, 'id': 6347, 'job': 'Casting', 'name': 'Margery Simkin'}]"
